,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
2055,{'$oid': '61c8c8dce8e3b248c77b6625'},Baropok Chapel,4-022-1-038-04,60.91954023,346,78.61271676,2021
2702,{'$oid': '61c8c8dce8e3b248c77b67b5'},St Joseph Church,4-022-1-042-04,56.61016949,401,77.05735661,2021
2706,{'$oid': '61c8c8dce8e3b248c77b67b8'},Atango P.A.G Church,4-022-1-035-04,76.65615142,427,77.04918033,2021
3435,{'$oid': '61c8c8dde8e3b248c77b6c11'},Ajia B,4-022-1-047-07,35.29411765,154,74.02597403,2021
3438,{'$oid': '61c8c8dde8e3b248c77b6c1f'},Okile P  7  School,4-022-1-052-02,56.98005698,519,73.98843931,2021
3440,{'$oid': '61c8c8dde8e3b248c77b6a42'},Alikport P7 School,4-022-1-050-03,67.77041943,632,75.15822785,2021
3560,{'$oid': '61c8c8dde8e3b248c77b685c'},Adyel,4-022-1-036-02,63.07189542,421,76.48456057,2021
3704,{'$oid': '61c8c8dde8e3b248c77b68cf'},Te Itek,4-022-1-057-01,65.07936508,176,76.13636364,2021
3828,{'$oid': '61c8c8dde8e3b248c77b6ac0'},Akuli,4-022-1-036-03,48.7804878,278,74.82014388,2021
3955,{'$oid': '61c8c8dde8e3b248c77b6b0f'},Apanylongo,4-022-1-054-02,67.32026144,434,74.65437788,2021
4069,{'$oid': '61c8c8dee8e3b248c77b6c49'},Pi Obanga Church,4-022-1-036-04,58.92351275,506,73.91304348,2021
4192,{'$oid': '61c8c8dee8e3b248c77b6cb1'},Apwotic,4-022-1-055-04,71.94570136,327,73.70030581,2021
4202,{'$oid': '61c8c8dee8e3b248c77b6d06'},Acung Pi Rwot,4-022-1-055-02,63.54166667,665,73.53383459,2021
4309,{'$oid': '61c8c8dee8e3b248c77b6c54'},Ororo P7 School,4-022-1-055-03,57.48502994,590,73.89830508,2021
4572,{'$oid': '61c8c8dee8e3b248c77b6e80'},Anamikanyo,4-022-1-054-01,71.00494234,898,72.8285078,2021
4656,{'$oid': '61c8c8dee8e3b248c77b6e9f'},Odit,4-022-1-051-04,75.38461538,371,72.77628032,2021
4935,{'$oid': '61c8c8dee8e3b248c77b6ff0'},Adwila Chapel,4-022-1-038-03,59.6460177,818,72.24938875,2021
4967,{'$oid': '61c8c8dee8e3b248c77b6f13'},Otono,4-022-1-046-05,72.05882353,299,72.57525084,2021
5059,{'$oid': '61c8c8dee8e3b248c77b71dd'},Alik,4-022-1-041-02,55.66502463,590,71.52542373,2021
5340,{'$oid': '61c8c8dee8e3b248c77b71b2'},Adeknino,4-022-1-052-04,48.70967742,447,71.58836689,2021
5679,{'$oid': '61c8c8dfe8e3b248c77b73dc'},Ewop Church,4-022-1-042-03,71.91011236,398,70.85427136,2021
6111,{'$oid': '61c8c8dfe8e3b248c77b7530'},Abunga,4-022-1-061-03,63.87434555,602,70.43189369,2021
6204,{'$oid': '61c8c8dfe8e3b248c77b7445'},Abunga Pag,4-022-1-043-01,76.38376384,410,70.73170732,2021
6289,{'$oid': '61c8c8dfe8e3b248c77b7702'},Aberi Ocer P.7 School,4-022-1-037-01,64.56140351,838,69.92840095,2021
6421,{'$oid': '61c8c8dfe8e3b248c77b769a'},Otweotai,4-022-1-035-03,56.74418605,337,70.02967359,2021
6508,{'$oid': '61c8c8dfe8e3b248c77b77ac'},Ton,4-022-1-053-03,65.64102564,598,69.73244147,2021
6535,{'$oid': '61c8c8dfe8e3b248c77b747a'},Ongica Central,4-022-1-061-01,64.85714286,508,70.66929134,2021
6722,{'$oid': '61c8c8dfe8e3b248c77b7603'},Abolet Primary School A,4-022-1-044-01,67.97752809,265,70.18867925,2021
6819,{'$oid': '61c8c8dfe8e3b248c77b7722'},Olil B,4-022-1-042-02,60.61151079,817,69.88984088,2021
7308,{'$oid': '61c8c8e0e8e3b248c77b7ba5'},Akany,4-022-1-036-05,45.34883721,768,68.75,2021
7460,{'$oid': '61c8c8e0e8e3b248c77b785b'},Adwogo Irwot C.O.U,4-022-1-057-04,77.92915531,532,69.54887218,2021
7512,{'$oid': '61c8c8e0e8e3b248c77b7983'},Atimikoma  P  7 School,4-022-1-052-01,58.01980198,761,69.25098555,2021
7517,{'$oid': '61c8c8e0e8e3b248c77b79ae'},Aloboloi Chapel,4-022-1-060-04,64.92146597,890,69.21348315,2021
7630,{'$oid': '61c8c8e0e8e3b248c77b79b6'},Ot-Lyet,4-022-1-012-04,48.54771784,354,69.20903955,2021
7744,{'$oid': '61c8c8e0e8e3b248c77b7ab6'},Acwao Chapel,4-022-1-061-02,67.9245283,583,68.95368782,2021
7910,{'$oid': '61c8c8e0e8e3b248c77b7a9f'},Ocuk Atwar Market,4-022-1-046-04,61.3559322,461,68.98047722,2021
7921,{'$oid': '61c8c8e0e8e3b248c77b7aef'},Alwit,4-022-1-036-01,44.89311164,640,68.90625,2021
8008,{'$oid': '61c8c8e1e8e3b248c77b7bfe'},Adaganwata,4-022-1-043-04,79.11547912,600,68.66666667,2021
8026,{'$oid': '61c8c8e1e8e3b248c77b7ca5'},Woro Mite C.O.U,4-022-1-040-03,67.36842105,572,68.53146853,2021
8155,{'$oid': '61c8c8e1e8e3b248c77b7cb0'},Alit,4-022-1-040-01,56.75675676,613,68.51549755,2021
8295,{'$oid': '61c8c8e1e8e3b248c77b7d34'},Abongoden Chapel B,4-022-1-058-05,65.40880503,234,68.37606838,2021
8717,{'$oid': '61c8c8e1e8e3b248c77b7e94'},Olilo Primary School  I,4-022-1-047-02,49.57805907,741,68.01619433,2021
8743,{'$oid': '61c8c8e1e8e3b248c77b7f8a'},Gomi P.7 School,4-022-1-052-03,56.80345572,774,67.82945736,2021
8823,{'$oid': '61c8c8e1e8e3b248c77b7c3c'},Apade,4-022-1-048-02,58.97435897,478,68.61924686,2021
9452,{'$oid': '61c8c8e2e8e3b248c77b7fe6'},Olilo Primary School Ii,4-022-1-047-05,57.59803922,657,67.73211568,2021
9587,{'$oid': '61c8c8e2e8e3b248c77b824e'},Apanyacel,4-022-1-037-02,62.67605634,692,67.19653179,2021
9603,{'$oid': '61c8c8e2e8e3b248c77b82ad'},Anyalo,4-022-1-010-04,69.49152542,374,67.11229947,2021
9681,{'$oid': '61c8c8e2e8e3b248c77b81c3'},Odipawigweng,4-022-1-053-01,63.92045455,560,67.32142857,2021
9691,{'$oid': '61c8c8e2e8e3b248c77b820a'},Lwala P 7 School,4-022-1-013-02,68.0,394,67.25888325,2021
9726,{'$oid': '61c8c8e2e8e3b248c77b8322'},Bar-Opiro,4-022-1-020-03,50.0,379,67.01846966,2021
