,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
2357,{'$oid': '61c8c8dce8e3b248c77b67e9'},Kanywero Pri Sch,2-112-2-019-01,62.91079812,294,76.8707483,2021
2450,{'$oid': '61c8c8dce8e3b248c77b64d1'},Munyonyi  Pri Sch,2-112-2-009-01,88.11881188,380,80.52631579,2021
3141,{'$oid': '61c8c8dde8e3b248c77b68da'},Kinoko C.O.U,2-112-1-029-01,91.8699187,494,76.11336032,2021
3171,{'$oid': '61c8c8dde8e3b248c77b69c3'},Ryekibagane Playground,2-112-1-022-02,77.57009346,428,75.46728972,2021
3332,{'$oid': '61c8c8dde8e3b248c77b6a91'},Mikonebiri Pri Sch,2-112-2-006-02,85.16949153,662,74.9244713,2021
3372,{'$oid': '61c8c8dde8e3b248c77b6be7'},St Jude Catholic Church,2-112-2-006-03,91.63346614,348,74.13793103,2021
3379,{'$oid': '61c8c8dde8e3b248c77b6aa4'},Omukateete Nutrition Sch,2-112-1-011-01,87.57575758,442,74.88687783,2021
3434,{'$oid': '61c8c8dde8e3b248c77b6c0a'},Kakari Pri Sch,2-112-2-011-01,90.33816425,574,74.04181185,2021
3547,{'$oid': '61c8c8dde8e3b248c77b69fe'},Mushumba Health Centre Ii,2-112-1-015-02,87.10601719,478,75.31380753,2021
3611,{'$oid': '61c8c8dde8e3b248c77b69c1'},Nyangorogoro Playground Ii,2-112-1-021-06,91.39072848,208,75.48076923,2021
3616,{'$oid': '61c8c8dde8e3b248c77b69de'},Makanga Pri Sch (Igomanda),2-112-2-011-03,86.24338624,252,75.3968254,2021
3678,{'$oid': '61c8c8dde8e3b248c77b6a0a'},Buhingo Ii Nutrition Sch,2-112-1-010-02,82.0,352,75.28409091,2021
3702,{'$oid': '61c8c8dde8e3b248c77b68c5'},Nyakeiga Full Gospel,2-112-1-023-01,73.55212355,705,76.17021277,2021
3964,{'$oid': '61c8c8dde8e3b248c77b6b4d'},Kyaruganda Nutrition Sch,2-112-1-010-05,86.24641834,482,74.4813278,2021
4024,{'$oid': '61c8c8dee8e3b248c77b6cdb'},Kakiindo Pri Sch,2-112-2-005-02,86.83651805,648,73.61111111,2021
4029,{'$oid': '61c8c8dee8e3b248c77b6d00'},Nyangorogoro Playground,2-112-1-021-03,86.30705394,669,73.5426009,2021
4054,{'$oid': '61c8c8dee8e3b248c77b6dc8'},Nyandongo C.O.U,2-112-2-009-02,85.73913043,801,73.15855181,2021
4139,{'$oid': '61c8c8dee8e3b248c77b6cbd'},Nyamirima Church Sch,2-112-2-001-02,86.75675676,509,73.67387033,2021
4200,{'$oid': '61c8c8dee8e3b248c77b6d01'},Mugombwa Pri Sch,2-112-2-014-01,89.02147971,582,73.5395189,2021
4208,{'$oid': '61c8c8dee8e3b248c77b6d24'},Baryanika,2-112-1-020-03,87.95811518,264,73.48484848,2021
4292,{'$oid': '61c8c8dee8e3b248c77b6da3'},Nyakasozi Parish Hqtrs,2-112-1-013-02,80.28419183,784,73.21428571,2021
4368,{'$oid': '61c8c8dee8e3b248c77b6e11'},Butooha Parish Hqtrs,2-112-1-021-01,82.85024155,575,73.04347826,2021
4376,{'$oid': '61c8c8dee8e3b248c77b6c55'},Kabukwiri Pri Sch,2-112-1-020-02,87.79069767,475,73.89473684,2021
4497,{'$oid': '61c8c8dee8e3b248c77b6e0c'},Kataara Catholic Church,2-112-1-011-03,90.0,193,73.05699482,2021
4574,{'$oid': '61c8c8dee8e3b248c77b6e8a'},Kicwamba Parish Hqtrs,2-112-1-009-03,77.94486216,559,72.80858676,2021
4696,{'$oid': '61c8c8dee8e3b248c77b6fc6'},Butooha Pri Sch Ii,2-112-1-021-05,90.86538462,289,72.3183391,2021
4886,{'$oid': '61c8c8dee8e3b248c77b6e59'},Omumasaka Nutrition Sch,2-112-1-012-04,65.15679443,406,72.90640394,2021
5103,{'$oid': '61c8c8dee8e3b248c77b712d'},Ndekye Pri Sch,2-112-1-002-01,74.6223565,471,71.76220807,2021
5205,{'$oid': '61c8c8dee8e3b248c77b709b'},Igomanda C.O.U,2-112-2-013-01,90.625,357,71.98879552,2021
5223,{'$oid': '61c8c8dee8e3b248c77b7123'},Ndekye Pri Sch Ii,2-112-1-002-02,77.1331058,411,71.77615572,2021
5247,{'$oid': '61c8c8dee8e3b248c77b7021'},Kanyantanga C.O.U,2-112-2-005-03,81.79104478,467,72.1627409,2021
5285,{'$oid': '61c8c8dee8e3b248c77b714d'},Nyamabare Rural Evangelical Church,2-112-2-002-02,83.87096774,732,71.72131148,2021
5832,{'$oid': '61c8c8dfe8e3b248c77b7337'},Rukiizi Trading Centre,2-112-1-024-02,81.15183246,570,71.05263158,2021
5900,{'$oid': '61c8c8dfe8e3b248c77b735f'},Busonga Catholic Church,2-112-1-013-01,82.21070812,835,71.01796407,2021
5910,{'$oid': '61c8c8dfe8e3b248c77b7391'},Kagando Nutrition Place,2-112-1-012-02,81.89415042,513,70.95516569,2021
6242,{'$oid': '61c8c8dfe8e3b248c77b7527'},Mubanda Catholic Church Compound,2-112-1-018-03,82.1086262,450,70.44444444,2021
6279,{'$oid': '61c8c8dfe8e3b248c77b76b4'},Makanga Pri Sch (Kakaari),2-112-2-011-02,86.05947955,787,70.01270648,2021
6452,{'$oid': '61c8c8dfe8e3b248c77b77c5'},Kagorogoro Pri Sch,2-112-2-004-02,88.32684825,759,69.6969697,2021
6629,{'$oid': '61c8c8dfe8e3b248c77b7539'},Kirugu Playground,2-112-2-020-02,88.7254902,879,70.42093288,2021
6630,{'$oid': '61c8c8dfe8e3b248c77b753a'},Katsyoha Pri Sch,2-112-2-006-01,94.72295515,551,70.41742287,2021
6760,{'$oid': '61c8c8dfe8e3b248c77b771b'},Ryamatumba Itambiro,2-112-2-010-03,86.33093525,402,69.90049751,2021
6773,{'$oid': '61c8c8dfe8e3b248c77b777c'},Mwongyera Playground,2-112-2-004-01,86.17710583,672,69.79166667,2021
6783,{'$oid': '61c8c8dfe8e3b248c77b761d'},Kanyashande Pri Sch,2-112-2-008-01,87.90123457,583,70.15437393,2021
6829,{'$oid': '61c8c8dfe8e3b248c77b777d'},Kyankaranga Pri Sch,2-112-2-007-03,89.01515152,384,69.79166667,2021
6945,{'$oid': '61c8c8dfe8e3b248c77b7640'},Bugaya Parish Hqtrs Compound,2-112-1-024-03,85.96491228,251,70.11952191,2021
6984,{'$oid': '61c8c8dfe8e3b248c77b7750'},Rukiizi Trading Centre Ii,2-112-1-024-04,73.5426009,325,69.84615385,2021
7039,{'$oid': '61c8c8e0e8e3b248c77b7900'},Nsoko Pri Sch,2-112-2-007-02,71.90082645,699,69.38483548,2021
7087,{'$oid': '61c8c8e0e8e3b248c77b787d'},Kisita S.D.A Church,2-112-2-008-03,81.01265823,351,69.51566952,2021
