,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
673,{'$oid': '61c8c8dae8e3b248c77b5ff8'},Mbegu Primary School,2-006-2-009-06,94.65240642,201,98.00995025,2021
2532,{'$oid': '61c8c8dce8e3b248c77b6534'},Kigarama Pri Sch,2-006-1-005-03,74.91961415,399,79.94987469,2021
2687,{'$oid': '61c8c8dce8e3b248c77b67d2'},Kyarwiru Mango Tree,2-006-1-006-04,47.9876161,434,76.95852535,2021
2887,{'$oid': '61c8c8dce8e3b248c77b66a4'},Kiryankimba C.O.U,2-006-2-018-10,71.66666667,155,78.06451613,2021
2891,{'$oid': '61c8c8dce8e3b248c77b66c3'},St. Tereza Catholic Church,2-006-2-010-06,69.76047904,494,77.93522267,2021
3002,{'$oid': '61c8c8dde8e3b248c77b6843'},Kijumba Catholic Church,2-006-2-007-11,90.0,243,76.54320988,2021
3147,{'$oid': '61c8c8dde8e3b248c77b68f9'},Parajwoki P/S,2-006-1-002-03,71.31782946,371,76.01078167,2021
3418,{'$oid': '61c8c8dde8e3b248c77b6ba2'},Kihule T/C,2-006-1-008-04,64.93506494,432,74.30555556,2021
3480,{'$oid': '61c8c8dde8e3b248c77b6bca'},Kiganja Parish Hqtrs (A-K),2-006-2-022-02,77.02265372,434,74.19354839,2021
3710,{'$oid': '61c8c8dde8e3b248c77b6906'},Kitunga Garuka C.O.U,2-006-2-020-05,63.02521008,333,75.97597598,2021
3762,{'$oid': '61c8c8dde8e3b248c77b6a77'},Kyedikyo T/C,2-006-1-006-10,57.67790262,384,75.0,2021
3774,{'$oid': '61c8c8dde8e3b248c77b6ae2'},Kigomba Pri Sch,2-006-2-023-06,79.82195846,479,74.73903967,2021
3897,{'$oid': '61c8c8dde8e3b248c77b6b09'},Kitoba S/Cty Hqtrs,2-006-2-013-01,80.21201413,383,74.67362924,2021
3927,{'$oid': '61c8c8dde8e3b248c77b6bc0'},Kibugubya P/S (L-Z),2-006-2-018-09,74.69879518,357,74.22969188,2021
