,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
5023,{'$oid': '61c8c8dee8e3b248c77b70d8'},Oribani Church Of Uganda,4-077-1-002-08,65.0,121,71.90082645,2021
9685,{'$oid': '61c8c8e2e8e3b248c77b81e2'},Abirijo C/U,4-077-1-038-02,75.28735632,269,67.28624535,2021
12245,{'$oid': '61c8c8e4e8e3b248c77b8d5b'},Andelizu Trading Centre,4-077-1-013-04,79.78723404,476,64.91596639,2021
12944,{'$oid': '61c8c8e4e8e3b248c77b8d86'},Simbili Catholic Church,4-077-1-014-05,83.22981366,279,64.87455197,2021
13505,{'$oid': '61c8c8e4e8e3b248c77b9164'},Dejua Centre,4-077-1-030-04,63.38028169,237,64.1350211,2021
15608,{'$oid': '61c8c8e6e8e3b248c77b9a8c'},Gbulukua Pri. Sch,4-077-1-008-04,81.29770992,463,62.41900648,2021
16267,{'$oid': '61c8c8e7e8e3b248c77b9bc3'},Oribani P/S,4-077-1-002-04,74.44444444,164,62.19512195,2021
16352,{'$oid': '61c8c8e7e8e3b248c77b9c52'},Osidribiku Catholic Church,4-077-1-013-06,82.44680851,335,62.08955224,2021
16555,{'$oid': '61c8c8e7e8e3b248c77b9e9a'},Yivu Primary School,4-077-1-030-03,74.86338798,318,61.63522013,2021
16562,{'$oid': '61c8c8e7e8e3b248c77b9ed7'},Koyi Catholic Church,4-077-1-016-07,75.90361446,289,61.5916955,2021
17181,{'$oid': '61c8c8e7e8e3b248c77ba0dd'},Juakali Trading Centre,4-077-1-015-01,69.45812808,343,61.2244898,2021
17471,{'$oid': '61c8c8e7e8e3b248c77b9fc9'},Karongo,4-077-1-030-05,58.28571429,604,61.42384106,2021
17499,{'$oid': '61c8c8e7e8e3b248c77ba0e3'},Andeni Pri. Sch,4-077-1-008-06,81.85185185,490,61.2244898,2021
17555,{'$oid': '61c8c8e7e8e3b248c77ba29b'},Dadaa Church Of Uganda,4-077-1-013-05,80.0,348,60.91954023,2021
17694,{'$oid': '61c8c8e7e8e3b248c77ba10e'},Alipi Church Of Uganda,4-077-1-027-05,36.82310469,469,61.19402985,2021
18030,{'$oid': '61c8c8e8e8e3b248c77ba3f3'},Kandria,4-077-1-002-10,81.55339806,371,60.64690027,2021
18067,{'$oid': '61c8c8e8e8e3b248c77ba385'},Alio C.O.U,4-077-1-001-05,72.45508982,303,60.72607261,2021
18191,{'$oid': '61c8c8e8e8e3b248c77ba393'},Karongo,4-077-1-038-03,72.90640394,364,60.71428571,2021
18460,{'$oid': '61c8c8e8e8e3b248c77ba3ce'},Galia Pri. Sch,4-077-1-010-03,82.40343348,417,60.67146283,2021
18819,{'$oid': '61c8c8e8e8e3b248c77ba513'},Andeni Pri. Sch,4-077-1-008-01,78.32512315,369,60.43360434,2021
19166,{'$oid': '61c8c8e9e8e3b248c77ba804'},Ambekua Borehole,4-077-1-008-05,81.22977346,593,59.86509275,2021
19292,{'$oid': '61c8c8e9e8e3b248c77ba87e'},Alio C.O.U,4-077-1-001-04,64.44444444,164,59.75609756,2021
19334,{'$oid': '61c8c8e9e8e3b248c77ba740'},Alivu Catholic Church,4-077-1-005-01,66.06334842,410,60.0,2021
19473,{'$oid': '61c8c8e9e8e3b248c77ba7a6'},Adelu C.O.U,4-077-1-008-02,86.41114983,539,59.9257885,2021
19566,{'$oid': '61c8c8e9e8e3b248c77ba98a'},Ongudri,4-077-1-008-08,79.45205479,561,59.53654189,2021
20010,{'$oid': '61c8c8e9e8e3b248c77baada'},Karongo,4-077-1-030-01,68.87417219,280,59.28571429,2021
20199,{'$oid': '61c8c8e9e8e3b248c77bab48'},Maracha High School,4-077-1-015-04,82.58064516,299,59.19732441,2021
20353,{'$oid': '61c8c8e9e8e3b248c77bac5c'},Nyamio C.O.U,4-077-1-008-03,93.10344828,251,58.96414343,2021
20638,{'$oid': '61c8c8e9e8e3b248c77bad08'},Godria,4-077-1-013-09,84.72906404,357,58.82352941,2021
20672,{'$oid': '61c8c8e9e8e3b248c77bae11'},Karongo,4-077-1-038-01,73.60594796,539,58.6270872,2021
20745,{'$oid': '61c8c8e9e8e3b248c77bae7b'},Agyi Trading Centre,4-077-1-019-01,71.8061674,434,58.52534562,2021
20862,{'$oid': '61c8c8e9e8e3b248c77bacb0'},Ayio,4-077-1-016-04,75.72254335,343,58.89212828,2021
20866,{'$oid': '61c8c8e9e8e3b248c77bacc3'},Egamara P/S,4-077-1-032-02,61.84971098,321,58.87850467,2021
20926,{'$oid': '61c8c8e9e8e3b248c77baca9'},Baranya Church Of Uganda,4-077-1-007-01,75.3164557,562,58.89679715,2021
20983,{'$oid': '61c8c8e9e8e3b248c77bae43'},Retriko P/S (E-Z),4-077-1-023-05,70.36082474,688,58.5755814,2021
21389,{'$oid': '61c8c8eae8e3b248c77baf28'},Yazia Trading Centre,4-077-1-003-05,71.67630058,310,58.38709677,2021
21472,{'$oid': '61c8c8eae8e3b248c77bb01f'},Oluvu Pri. Sch,4-077-1-010-02,76.75159236,598,58.19397993,2021
21581,{'$oid': '61c8c8eae8e3b248c77bb105'},Otravu Pri. Sch,4-077-1-016-02,82.46073298,693,58.00865801,2021
21602,{'$oid': '61c8c8eae8e3b248c77bb1b9'},Ojipaku Trading Centre,4-077-1-005-04,69.17808219,299,57.85953177,2021
21663,{'$oid': '61c8c8eae8e3b248c77bb1ef'},Aliava Church Of Uganda,4-077-1-005-03,66.57894737,692,57.80346821,2021
21807,{'$oid': '61c8c8eae8e3b248c77bb207'},Kamaka Health Centre,4-077-1-013-08,83.33333333,552,57.78985507,2021
21921,{'$oid': '61c8c8eae8e3b248c77bb20e'},Ombavu Catholic Church,4-077-1-038-04,56.29139073,334,57.78443114,2021
22157,{'$oid': '61c8c8ebe8e3b248c77bb3b7'},Alipi Church Of Uganda,4-077-1-027-04,63.75,312,57.37179487,2021
22230,{'$oid': '61c8c8ebe8e3b248c77bb44b'},Moyiga Trading Centre,4-077-1-019-03,72.14611872,400,57.25,2021
22359,{'$oid': '61c8c8ebe8e3b248c77bb3f0'},Odravu,4-077-1-039-06,52.45901639,471,57.32484076,2021
22387,{'$oid': '61c8c8ebe8e3b248c77bb339'},Okabi P/S (E-Z),4-077-1-009-05,81.76291793,593,57.50421585,2021
22412,{'$oid': '61c8c8ebe8e3b248c77bb3e9'},Kijomoro Pri. Sch,4-077-1-003-01,74.46043165,532,57.33082707,2021
22609,{'$oid': '61c8c8ebe8e3b248c77bb62b'},Otrutia Pri. Sch,4-077-1-014-04,76.15658363,544,56.80147059,2021
22742,{'$oid': '61c8c8ebe8e3b248c77bb60e'},Vura Catholic Church,4-077-1-037-04,67.01570681,373,56.83646113,2021
22746,{'$oid': '61c8c8ebe8e3b248c77bb474'},Odro Catholic Chapel,4-077-1-033-01,74.05660377,776,57.21649485,2021
23082,{'$oid': '61c8c8ebe8e3b248c77bb71f'},Ambekua Borehole,4-077-1-008-07,68.08510638,182,56.59340659,2021
23088,{'$oid': '61c8c8ebe8e3b248c77bb74a'},Driwara Church Of Uganda,4-077-1-004-01,65.97222222,313,56.54952077,2021
23164,{'$oid': '61c8c8ebe8e3b248c77bb76b'},Kokolinya,4-077-1-013-07,85.20408163,391,56.52173913,2021
23167,{'$oid': '61c8c8ebe8e3b248c77bb774'},Koriba Pri. Sch,4-077-1-013-01,80.34188034,492,56.50406504,2021
23252,{'$oid': '61c8c8ebe8e3b248c77bb838'},Drole Chapel,4-077-1-011-03,81.29251701,554,56.31768953,2021
23320,{'$oid': '61c8c8ebe8e3b248c77bb6a3'},Ambekua Pri. Sch,4-077-1-014-03,85.09803922,478,56.69456067,2021
23498,{'$oid': '61c8c8ebe8e3b248c77bb83b'},Andruvu C.O.U,4-077-1-028-01,46.21848739,689,56.31349782,2021
23540,{'$oid': '61c8c8ebe8e3b248c77bb9eb'},Anyabia P/S,4-077-1-023-06,67.11711712,447,55.92841163,2021
23630,{'$oid': '61c8c8ebe8e3b248c77bb8f7'},Aliba C.O.U,4-077-1-016-05,75.53191489,536,56.15671642,2021
23678,{'$oid': '61c8c8ebe8e3b248c77bb9cd'},Olua Trading Centre,4-077-1-034-02,62.03389831,613,55.954323,2021
23737,{'$oid': '61c8c8ebe8e3b248c77bb857'},Olevu Catholic Church,4-077-1-002-07,76.5060241,636,56.28930818,2021
