,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
623,{'$oid': '61c8c8dae8e3b248c77b5ff5'},Nambale Pri. Sch.,3-067-1-035-02,83.91959799,203,98.02955665,2021
824,{'$oid': '61c8c8dae8e3b248c77b5ec9'},Moolu Trading Centre,3-067-1-043-02,92.04545455,180,99.44444444,2021
1031,{'$oid': '61c8c8dbe8e3b248c77b6151'},Nambaale,3-067-1-037-01,77.87610619,245,92.65306122,2021
1087,{'$oid': '61c8c8dbe8e3b248c77b60fb'},Nambale Pri Sch,3-067-1-035-01,87.35177866,269,94.79553903,2021
1122,{'$oid': '61c8c8dbe8e3b248c77b61e1'},Bushakilo Bore Hole,3-067-1-030-01,68.90756303,138,89.13043478,2021
1364,{'$oid': '61c8c8dbe8e3b248c77b61a0'},Lwanda I C.O.U,3-067-1-035-04,89.95215311,231,90.90909091,2021
1414,{'$oid': '61c8c8dbe8e3b248c77b6193'},Bukitutu Catholic Church,3-067-1-036-02,83.73702422,329,91.18541033,2021
1478,{'$oid': '61c8c8dbe8e3b248c77b61c0'},Sibanga C.O.U,3-067-1-025-04,71.17437722,320,90.0,2021
1671,{'$oid': '61c8c8dbe8e3b248c77b6445'},Butooto Pri. Sch,3-067-1-071-02,73.84615385,162,81.48148148,2021
1886,{'$oid': '61c8c8dbe8e3b248c77b62bc'},Lyamboko Pri Sch,3-067-1-043-01,83.97435897,187,85.56149733,2021
1900,{'$oid': '61c8c8dbe8e3b248c77b632f'},Maete Pri. Sch.,3-067-1-030-02,65.51724138,246,84.14634146,2021
2062,{'$oid': '61c8c8dce8e3b248c77b664f'},Isunu,3-067-1-024-02,75.84269663,255,78.43137255,2021
2195,{'$oid': '61c8c8dce8e3b248c77b667f'},Sisuni Church Of Uganda,3-067-1-063-01,80.75221239,583,78.2161235,2021
2553,{'$oid': '61c8c8dce8e3b248c77b65e8'},Mateeka T/C,3-067-1-045-02,78.57142857,218,78.89908257,2021
2981,{'$oid': '61c8c8dce8e3b248c77b67e7'},Kikwetsi Pri Sch,3-067-1-038-01,81.69934641,199,76.88442211,2021
3053,{'$oid': '61c8c8dde8e3b248c77b6878'},Makenya Pri Sch,3-067-1-045-03,93.68421053,127,76.37795276,2021
3424,{'$oid': '61c8c8dde8e3b248c77b6bcc'},Bunyinza Pri. Sch. (A-M),3-067-1-047-01,76.13065327,558,74.19354839,2021
3529,{'$oid': '61c8c8dde8e3b248c77b6949'},St Lawrence Catholic Church,3-067-1-044-04,66.66666667,388,75.77319588,2021
3595,{'$oid': '61c8c8dde8e3b248c77b6954'},Butiru Primary School,3-067-1-009-07,81.53034301,528,75.75757576,2021
3730,{'$oid': '61c8c8dde8e3b248c77b69e6'},Matenge Sibanga,3-067-1-036-01,88.59060403,199,75.37688442,2021
3908,{'$oid': '61c8c8dde8e3b248c77b6b4f'},Namikelo Catholic Church,3-067-1-023-02,76.76348548,337,74.48071217,2021
4247,{'$oid': '61c8c8dee8e3b248c77b6c63'},Busike,3-067-1-022-02,68.75,287,73.86759582,2021
4282,{'$oid': '61c8c8dee8e3b248c77b6d4d'},Sisuni Primary School,3-067-1-064-01,66.56346749,440,73.40909091,2021
4528,{'$oid': '61c8c8dee8e3b248c77b6ecd'},Revival Church,3-067-1-023-03,68.85813149,410,72.68292683,2021
4650,{'$oid': '61c8c8dee8e3b248c77b6e88'},Bunabutsale B,3-067-1-019-03,69.23076923,206,72.81553398,2021
4891,{'$oid': '61c8c8dee8e3b248c77b6ea0'},Nabili,3-067-1-009-02,73.98648649,415,72.77108434,2021
