,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
7395,{'$oid': '61c8c8e0e8e3b248c77b783d'},Maganda'S Borehole,3-124-1-022-02,21.33891213,401,69.57605985000001,2021
8091,{'$oid': '61c8c8e1e8e3b248c77b7c89'},Busoola-Bumpingu Junction,3-124-1-012-04,26.72064777,372,68.5483871,2021
10175,{'$oid': '61c8c8e2e8e3b248c77b8585'},Bugodhandala Mosque,3-124-1-012-03,34.974093260000004,609,66.50246305,2021
10204,{'$oid': '61c8c8e2e8e3b248c77b844f'},Buyayu Mosque Area,3-124-1-017-06,45.98930481,292,66.78082192,2021
10745,{'$oid': '61c8c8e2e8e3b248c77b85b9'},Nabirere Rcm School B,3-124-1-019-02,24.75247525,480,66.45833333,2021
10815,{'$oid': '61c8c8e2e8e3b248c77b8611'},Buwooya B Kamidha,3-124-1-003-01,48.52546917,589,66.38370119,2021
11425,{'$oid': '61c8c8e3e8e3b248c77b88db'},Bubeto,3-124-1-016-01,34.02061856,319,65.830721,2021
11563,{'$oid': '61c8c8e3e8e3b248c77b8971'},Nakasubi Mosque,3-124-1-013-05,28.17679558,569,65.72934974,2021
13338,{'$oid': '61c8c8e4e8e3b248c77b9014'},Kikunyu Centre,3-124-1-029-03,38.21138211,393,64.37659033,2021
13787,{'$oid': '61c8c8e4e8e3b248c77b9289'},Budhubye C.O.U,3-124-1-003-05,43.08300395,424,63.91509434,2021
14074,{'$oid': '61c8c8e5e8e3b248c77b936f'},Ibaako Pr School,3-124-1-009-02,37.12374582,480,63.75,2021
14121,{'$oid': '61c8c8e5e8e3b248c77b94f1'},Matovu Mosque,3-124-1-031-03,32.57142857,575,63.47826087,2021
14196,{'$oid': '61c8c8e5e8e3b248c77b9393'},Buyirima Borehole,3-124-1-003-07,35.82887701,306,63.7254902,2021
14428,{'$oid': '61c8c8e5e8e3b248c77b9352'},Nsozibiri Mosque,3-124-1-002-04,42.62820513,519,63.77649326,2021
14689,{'$oid': '61c8c8e5e8e3b248c77b96cc'},Kalalu B - Church Of Uganda (A-M),3-124-1-006-03,32.41895262,659,63.12594841,2021
14718,{'$oid': '61c8c8e5e8e3b248c77b95e0'},Namunyumya H/C Ii,3-124-1-022-03,26.31578947,485,63.29896907,2021
14769,{'$oid': '61c8c8e5e8e3b248c77b953b'},Dhakaba Memorial Pri. School,3-124-1-003-03,40.86378738,484,63.42975207,2021
15201,{'$oid': '61c8c8e6e8e3b248c77b97b4'},Light & Shine Church,3-124-1-021-03,51.53846154,648,62.96296296,2021
15252,{'$oid': '61c8c8e6e8e3b248c77b9910'},Bupala Pri. School,3-124-1-002-03,31.89964158,461,62.68980477,2021
15502,{'$oid': '61c8c8e6e8e3b248c77b9928'},Buwanga/Bumozi  - Catholic Church,3-124-1-002-05,49.65986395,509,62.671905699999996,2021
15510,{'$oid': '61c8c8e6e8e3b248c77b99bc'},Butalango Pri. Sch.,3-124-1-028-03,41.52542373,398,62.56281407,2021
15982,{'$oid': '61c8c8e6e8e3b248c77b9a56'},Buswiga Field,3-124-1-019-05,44.29824561,389,62.46786632,2021
16039,{'$oid': '61c8c8e7e8e3b248c77b9c44'},Ibulanku - Ibulanku S/County Hqtrs (A-M),3-124-1-010-04,26.27986348,496,62.09677419,2021
16047,{'$oid': '61c8c8e7e8e3b248c77b9cbb'},Nakibembe Pri School,3-124-1-013-02,33.16195373,645,62.01550388,2021
17209,{'$oid': '61c8c8e7e8e3b248c77b9fd5'},Wante Cooperative,3-124-1-013-07,25.66666667,508,61.41732283,2021
17609,{'$oid': '61c8c8e7e8e3b248c77ba22f'},Makandwa Central - Makandwa Pri School,3-124-1-017-04,56.35359116,323,60.99071207,2021
17962,{'$oid': '61c8c8e7e8e3b248c77ba186'},Mufumi Mosque,3-124-1-005-04,33.03370787,756,61.11111111,2021
17984,{'$oid': '61c8c8e7e8e3b248c77ba254'},Nakisenye Mosque,3-124-1-012-02,43.01075269,310,60.96774194,2021
18135,{'$oid': '61c8c8e8e8e3b248c77ba387'},Majengo Centre,3-124-1-027-01,30.60606061,555,60.72072072,2021
18193,{'$oid': '61c8c8e8e8e3b248c77ba39f'},Kigulamo Pri.Sch.,3-124-1-016-04,27.10280374,542,60.70110701,2021
18608,{'$oid': '61c8c8e8e8e3b248c77ba64b'},Bumpingo Pr School,3-124-1-012-01,27.33118971,540,60.18518519,2021
18652,{'$oid': '61c8c8e8e8e3b248c77ba5c2'},Igombe Centre [a-M],3-124-1-028-01,38.7012987,660,60.3030303,2021
18729,{'$oid': '61c8c8e8e8e3b248c77ba61a'},Bulyansime Moslem P/S (A- M),3-124-1-028-02,50.20242915,435,60.22988506,2021
19255,{'$oid': '61c8c8e9e8e3b248c77ba725'},Nakawoiza,3-124-1-004-02,38.00623053,565,60.0,2021
19272,{'$oid': '61c8c8e9e8e3b248c77ba7ce'},Idudi D - [a-M] Pwd (Pida),3-124-1-005-01,36.62790698,601,59.90016639,2021
19327,{'$oid': '61c8c8e9e8e3b248c77ba6f1'},Bubonye,3-124-1-027-02,33.98058252,358,60.05586592,2021
19371,{'$oid': '61c8c8e9e8e3b248c77ba865'},Naitandu Centre B,3-124-1-016-03,42.81690141,634,59.77917981,2021
19678,{'$oid': '61c8c8e9e8e3b248c77ba9e2'},Buyebe Mosque,3-124-1-013-03,38.62068966,491,59.47046843,2021
19751,{'$oid': '61c8c8e9e8e3b248c77baa8f'},Idudi D - [n-Z] Old Police Stn,3-124-1-005-02,38.57142857,123,59.3495935,2021
19887,{'$oid': '61c8c8e9e8e3b248c77ba8e8'},Bupala Pri. School (N-Z),3-124-1-002-07,44.11764706,476,59.66386555,2021
19890,{'$oid': '61c8c8e9e8e3b248c77ba8f6'},Buswiriri Mosque Area,3-124-1-018-06,55.27638191,342,59.64912281,2021
19951,{'$oid': '61c8c8e9e8e3b248c77ba92c'},Idinda Pr School,3-124-1-019-03,34.82142857,411,59.6107056,2021
20214,{'$oid': '61c8c8e9e8e3b248c77baba2'},Nakamini Mosque,3-124-1-020-01,50.85714286,614,59.12052117,2021
20289,{'$oid': '61c8c8e9e8e3b248c77bac8e'},Bunio Mosque,3-124-1-021-04,48.26589595,594,58.92255892,2021
20428,{'$oid': '61c8c8e9e8e3b248c77bac66'},Nkombe Pri. School,3-124-1-002-02,43.87351779,441,58.9569161,2021
20502,{'$oid': '61c8c8e9e8e3b248c77baca8'},Mawololo Islamic School,3-124-1-017-01,40.42553191,562,58.89679715,2021
20565,{'$oid': '61c8c8e9e8e3b248c77bae76'},Nakavule - Makandwa Pri School,3-124-1-017-03,40.90909091,557,58.52782765,2021
20584,{'$oid': '61c8c8e9e8e3b248c77bad1e'},Bwigula Bore-Hole (N-Z),3-124-1-004-04,41.42011834,301,58.80398671,2021
20635,{'$oid': '61c8c8e9e8e3b248c77bacfb'},Namiganda Lc1,3-124-1-011-01,39.44954128,595,58.82352941,2021
20809,{'$oid': '61c8c8e9e8e3b248c77bacfc'},Busembatia Zone Ii - Busembatia Dispensary A (A- M),3-124-1-024-02,34.5177665,340,58.82352941,2021
20842,{'$oid': '61c8c8e9e8e3b248c77baded'},Nsaale,3-124-1-013-04,36.39143731,578,58.65051903,2021
20869,{'$oid': '61c8c8e9e8e3b248c77bacdc'},Kitukiro Discipline Church,3-124-1-020-05,40.47619048,367,58.85558583,2021
20915,{'$oid': '61c8c8e9e8e3b248c77bae30'},Bunakate Church,3-124-1-015-08,49.46236559,326,58.58895706,2021
21072,{'$oid': '61c8c8eae8e3b248c77baeb9'},Nakaduli  Nursery School,3-124-1-018-05,51.89873418,301,58.4717608,2021
21118,{'$oid': '61c8c8eae8e3b248c77bafd8'},Idudi C - Community Faith Church (N-Z),3-124-1-005-11,31.98992443,697,58.24964132,2021
21213,{'$oid': '61c8c8eae8e3b248c77bafec'},Kikunyu Bore-Hole Area (A-M),3-124-1-005-05,31.3559322,632,58.2278481,2021
21267,{'$oid': '61c8c8eae8e3b248c77baff3'},Lubira - Lubira Pri. Sch. (A- M),3-124-1-007-01,35.12820513,699,58.2260372,2021
21329,{'$oid': '61c8c8eae8e3b248c77baefe'},Nkombe Pri.School (N-Z),3-124-1-002-06,40.0990099,368,58.42391304,2021
21347,{'$oid': '61c8c8eae8e3b248c77baf7d'},Bulugodha Mosque,3-124-1-019-04,43.89312977,487,58.31622177,2021
21433,{'$oid': '61c8c8eae8e3b248c77baf1f'},Kalalu A - Kalalu Pri Sch (A-M),3-124-1-006-01,48.91304348,661,58.39636914,2021
21445,{'$oid': '61c8c8eae8e3b248c77baf62'},Bukenke Mosque,3-124-1-011-02,35.14644351,432,58.33333333,2021
21469,{'$oid': '61c8c8eae8e3b248c77bb005'},Buwanga Borehole,3-124-1-002-01,39.66666667,548,58.21167883,2021
21544,{'$oid': '61c8c8eae8e3b248c77bb1d4'},Naluswa P School,3-124-1-003-04,36.14035088,517,57.83365571,2021
21595,{'$oid': '61c8c8eae8e3b248c77bb183'},Bulunguli Mosque,3-124-1-001-03,40.95860566,810,57.90123457,2021
21711,{'$oid': '61c8c8eae8e3b248c77bb13e'},Bubenge Pr School,3-124-1-031-02,32.72727273,578,57.95847751,2021
21802,{'$oid': '61c8c8eae8e3b248c77bb1f3'},St. John Church,3-124-1-026-02,28.34008097,436,57.79816514,2021
21820,{'$oid': '61c8c8eae8e3b248c77bb277'},Butongole  Mosque,3-124-1-021-01,32.82442748,704,57.67045455,2021
22065,{'$oid': '61c8c8ebe8e3b248c77bb2d2'},Kikunyu Bore-Hole Area (N-Z),3-124-1-005-07,33.55481728,540,57.59259259,2021
22319,{'$oid': '61c8c8ebe8e3b248c77bb301'},Minani Pr School,3-124-1-020-02,34.64566929,457,57.54923414,2021
22346,{'$oid': '61c8c8ebe8e3b248c77bb39f'},Bugweri County Hqtrs (N-Z),3-124-1-009-05,35.39823009,615,57.39837398,2021
22633,{'$oid': '61c8c8ebe8e3b248c77bb4af'},Nawangisa Primary School,3-124-1-021-06,36.10451306,756,57.14285714,2021
22749,{'$oid': '61c8c8ebe8e3b248c77bb491'},Busolera,3-124-1-010-03,29.28994083,626,57.1884984,2021
22861,{'$oid': '61c8c8ebe8e3b248c77bb65f'},Kinampeere Mosque,3-124-1-022-01,40.16620499,659,56.75265554,2021
22945,{'$oid': '61c8c8ebe8e3b248c77bb4fa'},Minani Hidaya Mosque,3-124-1-020-04,52.23880597,606,57.09570957,2021
23277,{'$oid': '61c8c8ebe8e3b248c77bb75d'},Butyabule Church,3-124-1-007-02,36.80387409,796,56.53266332,2021
23343,{'$oid': '61c8c8ebe8e3b248c77bb732'},Ibulanku - Ibulanku Pri. Sch. (N-Z),3-124-1-010-01,36.67820069,555,56.57657658,2021
23422,{'$oid': '61c8c8ebe8e3b248c77bb816'},Bulunguli,3-124-1-001-01,49.09090909,511,56.36007828,2021
23623,{'$oid': '61c8c8ebe8e3b248c77bb8b0'},Naitandu Centre A,3-124-1-016-02,42.61744966,555,56.21621622,2021
23754,{'$oid': '61c8c8ebe8e3b248c77bb8b6'},Businda - Bright Star Pri. Sch.,3-124-1-029-01,36.7816092,491,56.21181263,2021
