,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
1099,{'$oid': '61c8c8dbe8e3b248c77b6158'},Nakodiokodioi,4-123-1-004-12,98.16513761,119,92.43697479,2021
1176,{'$oid': '61c8c8dbe8e3b248c77b61f1'},Nachele,4-123-1-002-04,99.17012448,301,88.70431894,2021
1186,{'$oid': '61c8c8dbe8e3b248c77b623f'},Napongae South,4-123-1-013-02,99.81785064,630,87.46031746,2021
1187,{'$oid': '61c8c8dbe8e3b248c77b6257'},Nayonai - Angikalio,4-123-1-010-04,100.0,277,87.00361011,2021
1305,{'$oid': '61c8c8dbe8e3b248c77b61ce'},Nasinyonoit At Edc Centre,4-123-1-005-03,100.0,192,89.58333333,2021
1355,{'$oid': '61c8c8dbe8e3b248c77b6163'},Amagalimojong,4-123-1-004-11,100.0,103,92.23300971,2021
1379,{'$oid': '61c8c8dbe8e3b248c77b6221'},Nakuwam,4-123-1-007-01,93.13304721,307,87.94788274,2021
1384,{'$oid': '61c8c8dbe8e3b248c77b624e'},Nakobekobe,4-123-1-013-04,100.0,335,87.1641791,2021
1385,{'$oid': '61c8c8dbe8e3b248c77b6251'},Naapong,4-123-1-006-01,98.31460674,209,87.08133971,2021
1427,{'$oid': '61c8c8dbe8e3b248c77b620d'},Moru-A-Ngamion,4-123-1-004-09,99.18478261,427,88.29039813,2021
1469,{'$oid': '61c8c8dbe8e3b248c77b6168'},Natirae,4-123-1-004-03,98.4375,215,92.09302326,2021
1497,{'$oid': '61c8c8dbe8e3b248c77b6252'},Nakaala Ecd Centre,4-123-1-004-05,100.0,232,87.06896552,2021
1511,{'$oid': '61c8c8dbe8e3b248c77b62b8'},Kaanangakinoi,4-123-1-004-10,99.61685824,327,85.62691131,2021
1516,{'$oid': '61c8c8dbe8e3b248c77b62d7'},Nakapolok-Ngurakadong,4-123-1-003-02,98.95833333,228,85.0877193,2021
1562,{'$oid': '61c8c8dbe8e3b248c77b6291'},Moruangamion,4-123-1-004-02,99.18032787,316,86.07594937,2021
1597,{'$oid': '61c8c8dbe8e3b248c77b630e'},Nayonaiangikalio,4-123-1-010-02,99.42196532,206,84.46601942,2021
1601,{'$oid': '61c8c8dbe8e3b248c77b630f'},Naupala,4-123-1-012-03,97.56097561,148,84.45945946,2021
1604,{'$oid': '61c8c8dbe8e3b248c77b6325'},Lokibui,4-123-1-004-01,100.0,165,84.24242424,2021
1630,{'$oid': '61c8c8dbe8e3b248c77b63b1'},Kanangakinoi,4-123-1-004-07,92.72727273,355,82.81690141,2021
1637,{'$oid': '61c8c8dbe8e3b248c77b6382'},Nathinyonoit,4-123-1-011-02,99.3852459,586,83.27645051,2021
1699,{'$oid': '61c8c8dbe8e3b248c77b6307'},Naweet,4-123-1-008-02,97.15099715,460,84.56521739,2021
1714,{'$oid': '61c8c8dbe8e3b248c77b637c'},Nangamit,4-123-1-005-02,99.38650307,210,83.33333333,2021
1722,{'$oid': '61c8c8dbe8e3b248c77b63ad'},Loojor,4-123-1-014-01,100.0,601,82.86189684,2021
1749,{'$oid': '61c8c8dbe8e3b248c77b6443'},Napongae P/Station,4-123-1-013-03,100.0,308,81.49350649,2021
1751,{'$oid': '61c8c8dbe8e3b248c77b6448'},Losimit,4-123-1-009-01,99.669967,393,81.42493639,2021
1763,{'$oid': '61c8c8dbe8e3b248c77b62a3'},Losimit,4-123-1-001-02,97.81420765,219,85.84474886,2021
1778,{'$oid': '61c8c8dbe8e3b248c77b6304'},Okutot,4-123-1-005-05,98.95287958,227,84.5814978,2021
1780,{'$oid': '61c8c8dbe8e3b248c77b6310'},Ngurakadong,4-123-1-003-03,100.0,238,84.45378151,2021
1803,{'$oid': '61c8c8dbe8e3b248c77b63c4'},Nakaliye P/S,4-123-1-004-08,99.13043478,144,82.63888889,2021
1843,{'$oid': '61c8c8dbe8e3b248c77b6306'},Lookom P/Station,4-123-1-014-03,99.2481203,162,84.56790123,2021
1850,{'$oid': '61c8c8dbe8e3b248c77b635a'},Lonangat,4-123-1-008-01,95.39007092,386,83.67875648,2021
1857,{'$oid': '61c8c8dbe8e3b248c77b63a5'},Nasinyonoit,4-123-1-004-04,99.05660377,270,82.96296296,2021
1910,{'$oid': '61c8c8dbe8e3b248c77b6369'},Natengerebet,4-123-1-010-01,99.75961538,505,83.56435644,2021
1919,{'$oid': '61c8c8dbe8e3b248c77b63cb'},Lousugu,4-123-1-003-01,99.43342776,430,82.55813953,2021
1926,{'$oid': '61c8c8dbe8e3b248c77b6411'},Nathinyonoit,4-123-1-002-03,99.30555556,183,81.96721311,2021
1928,{'$oid': '61c8c8dbe8e3b248c77b6434'},Napongae North,4-123-1-009-02,99.50980392,501,81.63672655,2021
1970,{'$oid': '61c8c8dbe8e3b248c77b634f'},Nakudep,4-123-1-011-01,99.65517241,697,83.78766141,2021
1975,{'$oid': '61c8c8dbe8e3b248c77b6379'},Nakurobuin,4-123-1-004-06,99.45054945,223,83.40807175,2021
1976,{'$oid': '61c8c8dbe8e3b248c77b637b'},Lopuri At Ecd Centre,4-123-1-006-02,99.12854031,566,83.39222615,2021
1981,{'$oid': '61c8c8dbe8e3b248c77b63a7'},Longaroi,4-123-1-010-03,100.0,480,82.91666667,2021
2034,{'$oid': '61c8c8dce8e3b248c77b6585'},Domoye,4-123-1-001-01,99.79919679,628,79.45859873,2021
2508,{'$oid': '61c8c8dce8e3b248c77b6478'},Lopie Under Tamarin Tree Shade,4-123-1-009-03,100.0,232,81.03448276,2021
2514,{'$oid': '61c8c8dce8e3b248c77b64b0'},Nabilatuk Trading Centre,4-123-1-012-02,95.97069597,342,80.70175439,2021
2817,{'$oid': '61c8c8dce8e3b248c77b64cb'},Arengesiep,4-123-1-015-01,98.63013699,365,80.54794521,2021
2841,{'$oid': '61c8c8dce8e3b248c77b65b1'},Lorikookwa,4-123-1-002-02,98.31325301,567,79.18871252,2021
2854,{'$oid': '61c8c8dce8e3b248c77b6618'},Namorulem Ecd Centre,4-123-1-005-04,100.0,178,78.65168539,2021
2860,{'$oid': '61c8c8dce8e3b248c77b664b'},Lopeduru,4-123-1-005-01,100.0,464,78.44827586,2021
4353,{'$oid': '61c8c8dee8e3b248c77b6d80'},Logitha,4-123-1-014-02,99.52606635,580,73.27586207,2021
4566,{'$oid': '61c8c8dee8e3b248c77b6e3e'},Napetet P/Station,4-123-1-007-03,90.0,307,72.96416938,2021
4699,{'$oid': '61c8c8dee8e3b248c77b6e26'},Kochomin,4-123-1-010-05,100.0,226,73.00884956,2021
5011,{'$oid': '61c8c8dee8e3b248c77b7090'},Lotede,4-123-1-015-03,95.97701149,725,72.0,2021
5551,{'$oid': '61c8c8dee8e3b248c77b7209'},Lolachat,4-123-1-002-05,94.85294118,389,71.46529563,2021
6849,{'$oid': '61c8c8dfe8e3b248c77b76bc'},Lolachat Trading Centre,4-123-1-002-01,97.26027397,550,70.0,2021
7012,{'$oid': '61c8c8e0e8e3b248c77b783c'},Namidkao,4-123-1-013-01,98.92473118,401,69.57605985000001,2021
8808,{'$oid': '61c8c8e1e8e3b248c77b7fa4'},Kachurokimak P/Station,4-123-1-012-04,92.06349206,565,67.78761062,2021
11669,{'$oid': '61c8c8e3e8e3b248c77b8a33'},Narisae T.C.,4-123-1-007-02,84.3866171,488,65.57377049,2021
16559,{'$oid': '61c8c8e7e8e3b248c77b9ea2'},Ariamaoi,4-123-1-012-01,80.33980583,688,61.62790698,2021
28949,{'$oid': '61c8c8efe8e3b248c77bcc08'},Nataragita,4-123-1-015-02,99.74937343,791,50.56890013,2021
