,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
198,{'$oid': '61c8c8dae8e3b248c77b5cbc'},Lugaga,1-031-2-020-03,98.09160305,263,100.0,2021
258,{'$oid': '61c8c8dae8e3b248c77b5cbd'},Kyankungu,1-031-2-020-05,100.0,247,100.0,2021
376,{'$oid': '61c8c8dae8e3b248c77b5cbb'},Kabaale,1-031-2-020-02,97.51037344,242,100.0,2021
1241,{'$oid': '61c8c8dbe8e3b248c77b6190'},Katongole C.O.U,1-031-2-024-05,92.30769231,889,91.22609674,2021
1292,{'$oid': '61c8c8dbe8e3b248c77b6146'},Kanyarugiri Trading Centre,1-031-2-013-07,91.66666667,281,92.88256228,2021
1416,{'$oid': '61c8c8dbe8e3b248c77b619b'},Bubanda,1-031-2-020-01,87.19512195,546,91.02564103,2021
1446,{'$oid': '61c8c8dbe8e3b248c77b60bc'},Kashenyi,1-031-2-013-06,98.81656805,712,95.78651685,2021
1608,{'$oid': '61c8c8dbe8e3b248c77b6344'},Kyabagenda,1-031-2-027-09,93.49593496,149,83.89261745,2021
1909,{'$oid': '61c8c8dbe8e3b248c77b6367'},Kyakasa,1-031-2-013-05,92.26305609,645,83.56589147,2021
2088,{'$oid': '61c8c8dce8e3b248c77b6526'},Tojjo,1-031-2-022-07,74.6031746,160,80.0,2021
2366,{'$oid': '61c8c8dce8e3b248c77b6830'},Kiteredde- Play Ground,1-031-2-014-11,51.72413793,231,76.62337662,2021
2557,{'$oid': '61c8c8dce8e3b248c77b660e'},Rukoba [m-Z],1-031-2-013-09,86.80738786,493,78.70182556,2021
2567,{'$oid': '61c8c8dce8e3b248c77b66ba'},Kalonga Trading Centre (A-M),1-031-1-015-07,61.45251397,236,77.96610169,2021
2714,{'$oid': '61c8c8dce8e3b248c77b6829'},Kivera,1-031-1-012-08,79.59183673,137,76.64233577,2021
2866,{'$oid': '61c8c8dce8e3b248c77b660c'},Rukoba [a-L],1-031-2-013-08,91.26213592,404,78.71287129,2021
3145,{'$oid': '61c8c8dde8e3b248c77b68ef'},Kiriira,1-031-2-026-08,72.60273973,288,76.04166667,2021
3301,{'$oid': '61c8c8dde8e3b248c77b6b96'},Kirumbi  Primary School A,1-031-1-015-01,81.1023622,370,74.32432432,2021
3455,{'$oid': '61c8c8dde8e3b248c77b6ad0'},Kyakajja,1-031-1-008-02,84.14239482,452,74.77876106,2021
3532,{'$oid': '61c8c8dde8e3b248c77b6960'},Lwegula Catholic Church,1-031-2-017-02,79.45736434,346,75.72254335,2021
3723,{'$oid': '61c8c8dde8e3b248c77b6995'},Nakasozi Tc,1-031-1-022-04,40.32258065,459,75.59912854,2021
3760,{'$oid': '61c8c8dde8e3b248c77b6a6f'},Kibaale C.O.U.,1-031-2-026-04,57.8125,260,75.0,2021
3903,{'$oid': '61c8c8dde8e3b248c77b6b29'},Kitenga S.C Hqrs I,1-031-1-014-01,55.49132948,311,74.59807074,2021
3934,{'$oid': '61c8c8dde8e3b248c77b6c05'},Kiseeza,1-031-1-016-07,89.90825688,158,74.05063291,2021
4478,{'$oid': '61c8c8dee8e3b248c77b6dad'},Lwemisegu,1-031-2-028-01,62.64236902,627,73.20574163,2021
4695,{'$oid': '61c8c8dee8e3b248c77b6fc3'},Buswabwera,1-031-1-011-07,39.0,719,72.32267038,2021
4726,{'$oid': '61c8c8dee8e3b248c77b6ef6'},Kijumba East,1-031-1-017-05,65.70397112,409,72.61613692,2021
4729,{'$oid': '61c8c8dee8e3b248c77b6f0d'},Kiterega - Kakindu Tc,1-031-1-021-02,76.23604466,879,72.58248009,2021
4777,{'$oid': '61c8c8dee8e3b248c77b6e8f'},Lutovu Trading Centre,1-031-2-016-01,64.56692913,353,72.80453258,2021
