,_id,location_name,location_id,winner_percentage,registered_voters,voter_turnout,year
612,{'$oid': '61c8c8dae8e3b248c77b5fa0'},Kyarusheshya Cattle Mkt (L-Z),2-128-1-021-15,100.0,503,98.6083499,2021
829,{'$oid': '61c8c8dae8e3b248c77b5ef6'},Kigede Parents P/S,2-128-1-006-11,64.70588235,292,99.31506849,2021
1534,{'$oid': '61c8c8dbe8e3b248c77b6391'},Karama C.O.U,2-128-1-008-07,67.83919598,722,83.10249307,2021
2203,{'$oid': '61c8c8dce8e3b248c77b66b0'},Rwabasande Mango Tree,2-128-1-015-18,78.26086957,91,78.02197802,2021
2278,{'$oid': '61c8c8dce8e3b248c77b6724'},Kyawu Trading Centre,2-128-1-003-01,69.44444444,236,77.54237288,2021
3075,{'$oid': '61c8c8dde8e3b248c77b692a'},Ngogoma P/S,2-128-1-006-03,73.39285714,750,75.86666667,2021
3135,{'$oid': '61c8c8dde8e3b248c77b688c'},Kirararo Catholic Church,2-128-1-007-08,73.02631579,207,76.32850242,2021
3222,{'$oid': '61c8c8dde8e3b248c77b694a'},Nyabuhere Cath. Church,2-128-1-001-05,83.01282051,421,75.7719715,2021
3446,{'$oid': '61c8c8dde8e3b248c77b6a89'},Kibararu Primary School,2-128-1-007-04,65.43209877,439,74.94305239,2021
3705,{'$oid': '61c8c8dde8e3b248c77b68d1'},Nyantende C.O.U,2-128-1-008-09,81.0,264,76.13636364,2021
3738,{'$oid': '61c8c8dde8e3b248c77b6a20'},Muhwiju P/School,2-128-1-001-04,73.07692308,525,75.23809524,2021
3821,{'$oid': '61c8c8dde8e3b248c77b6a6c'},Buhimba Full Gospel Church,2-128-1-007-02,68.77076412,408,75.0,2021
4216,{'$oid': '61c8c8dee8e3b248c77b6d5b'},Nyantwe Fellowship Church,2-128-1-006-09,68.18181818,214,73.36448598,2021
4475,{'$oid': '61c8c8dee8e3b248c77b6d94'},Kyakabale P/S,2-128-1-003-03,76.73267327,867,73.24106113,2021
4845,{'$oid': '61c8c8dee8e3b248c77b6ef7'},Nyakabonge C.O.U,2-128-1-006-06,68.40958606,650,72.61538462,2021
4929,{'$oid': '61c8c8dee8e3b248c77b6fd9'},Kyakajaka Trading Centre,2-128-1-004-01,69.1588785,606,72.27722772,2021
4953,{'$oid': '61c8c8dee8e3b248c77b6ea1'},Mukabara Primary School,2-128-1-015-03,48.02631579,213,72.76995305,2021
4987,{'$oid': '61c8c8dee8e3b248c77b6fb4'},Kizinga Haitambiro,2-128-1-006-08,63.58381503,488,72.33606557,2021
5057,{'$oid': '61c8c8dee8e3b248c77b71d8'},St. Lwanga Mpanga P/S,2-128-1-014-10,67.6056338,404,71.53465347,2021
5239,{'$oid': '61c8c8dee8e3b248c77b71a3'},Kitondora Church Of Uganda,2-128-1-003-02,72.77992278,750,71.6,2021
5268,{'$oid': '61c8c8dee8e3b248c77b70af'},Kisambo Primary School,2-128-1-015-06,56.71641791,296,71.95945946,2021
5398,{'$oid': '61c8c8dee8e3b248c77b7139'},Bujugu Primary School,2-128-1-004-04,77.45535714,662,71.75226586,2021
5446,{'$oid': '61c8c8dee8e3b248c77b70a1'},Kikoboza Primary School,2-128-1-007-03,67.46268657,471,71.97452229,2021
5507,{'$oid': '61c8c8dee8e3b248c77b7270'},Buhimba S/Cty Hqtrs (A - K),2-128-1-007-01,64.28571429,502,71.31474104,2021
5605,{'$oid': '61c8c8dfe8e3b248c77b738a'},Kyakatemba T/C,2-128-1-016-02,91.55629139,868,70.96774194,2021
5879,{'$oid': '61c8c8dee8e3b248c77b72a5'},Kyakasoro T/C,2-128-1-014-11,89.6875,459,71.24183007,2021
5992,{'$oid': '61c8c8dfe8e3b248c77b73bb'},Kicunda T/C,2-128-1-017-05,75.23584906,622,70.90032154,2021
6197,{'$oid': '61c8c8dfe8e3b248c77b740f'},Kisonsomya T/C,2-128-1-014-13,78.4375,469,70.78891258,2021
6200,{'$oid': '61c8c8dfe8e3b248c77b7422'},Mumiti T/C,2-128-1-009-05,85.96491228,260,70.76923077000001,2021
6215,{'$oid': '61c8c8dfe8e3b248c77b746d'},Kitabona Christian Fellowship,2-128-1-015-14,78.66666667,116,70.68965517,2021
6226,{'$oid': '61c8c8dfe8e3b248c77b74b6'},Mairirwe Full Gospel Church,2-128-1-001-02,67.75147929,493,70.58823529,2021
6281,{'$oid': '61c8c8dfe8e3b248c77b76ca'},Kikuuba Redeemed Church,2-128-1-017-11,49.42528736,260,70.0,2021
6502,{'$oid': '61c8c8dfe8e3b248c77b7779'},Kitoole C. O.U,2-128-1-009-07,70.44025157,245,69.79591837,2021
7086,{'$oid': '61c8c8e0e8e3b248c77b7872'},Ruhunga Pri. Sch. Lower,2-128-1-009-06,79.71698113,315,69.52380952,2021
7750,{'$oid': '61c8c8e0e8e3b248c77b7b00'},Kisiita Trading Centre,2-128-1-004-08,76.97594502,450,68.88888889,2021
7944,{'$oid': '61c8c8e0e8e3b248c77b7bad'},Kigorra Trading Centre,2-128-1-015-15,67.72486772,288,68.75,2021
8022,{'$oid': '61c8c8e1e8e3b248c77b7c92'},Kyarusheshya Cattle Mkt (A-K),2-128-1-021-07,95.06726457,976,68.54508197,2021
8140,{'$oid': '61c8c8e1e8e3b248c77b7c4b'},Kiswaza Primary School (L-Z),2-128-1-017-10,58.08823529,207,68.59903382,2021
8399,{'$oid': '61c8c8e1e8e3b248c77b7ec2'},Bujalya Primary School,2-128-1-005-01,62.03007519,406,67.98029557,2021
8489,{'$oid': '61c8c8e1e8e3b248c77b7d7c'},Kyakasoro Catholic Church,2-128-1-004-03,74.88986784,678,68.28908555,2021
8508,{'$oid': '61c8c8e1e8e3b248c77b7c3d'},Musaijamukuru Pri. School,2-128-1-005-03,79.95444191,666,68.61861862,2021
8652,{'$oid': '61c8c8e1e8e3b248c77b7cbd'},Ibanda Primary School,2-128-1-008-03,69.67213115,562,68.50533808,2021
8731,{'$oid': '61c8c8e1e8e3b248c77b7f15'},Wambabya Health Centre Ii,2-128-1-016-05,83.91608392,667,67.91604198,2021
8754,{'$oid': '61c8c8e1e8e3b248c77b7dd7'},Kyeya Primary School - Kyakiyora,2-128-1-019-10,39.71631206,217,68.20276498,2021
8803,{'$oid': '61c8c8e1e8e3b248c77b7f86'},Kiyoora Trading Centre,2-128-1-004-07,87.58389262,457,67.83369803,2021
9040,{'$oid': '61c8c8e2e8e3b248c77b8112'},Kyambara P/School,2-128-1-002-06,79.18552036,335,67.46268657,2021
9097,{'$oid': '61c8c8e2e8e3b248c77b80d4'},Bujalya Primary School B,2-128-1-005-06,74.93333333,634,67.50788644,2021
9488,{'$oid': '61c8c8e2e8e3b248c77b814b'},Buhimba T/C Headquarters (A-Ka),2-128-1-006-10,58.64978903,359,67.40947075,2021
9506,{'$oid': '61c8c8e2e8e3b248c77b81c6'},Rusaka C.O.U,2-128-1-016-07,86.66666667,459,67.32026144,2021
9525,{'$oid': '61c8c8e2e8e3b248c77b8276'},Kakooge Market,2-128-1-008-02,76.22641509,402,67.1641791,2021
9670,{'$oid': '61c8c8e2e8e3b248c77b8326'},Kihangi Primary School,2-128-1-016-04,87.29792148,670,67.01492537,2021
9795,{'$oid': '61c8c8e2e8e3b248c77b8353'},St. Paul C.O.U Primary School,2-128-1-015-08,80.34682081,536,66.97761194,2021
9904,{'$oid': '61c8c8e2e8e3b248c77b82d9'},Kisiiha Primary School,2-128-1-008-05,71.42857143,243,67.0781893,2021
9919,{'$oid': '61c8c8e2e8e3b248c77b832a'},Rusaka Primary School,2-128-1-016-03,78.92976589,482,67.01244813,2021
10012,{'$oid': '61c8c8e2e8e3b248c77b8420'},Wambabya Primary School,2-128-1-016-01,83.95348837,672,66.81547619,2021
10021,{'$oid': '61c8c8e2e8e3b248c77b8463'},Kinenamabale T/C,2-128-1-010-10,87.61061947,364,66.75824176,2021
10105,{'$oid': '61c8c8e2e8e3b248c77b853e'},Kakende T/C,2-128-1-015-10,60.82474227,305,66.55737705,2021
10348,{'$oid': '61c8c8e2e8e3b248c77b84e5'},Bugambe Parish Hqtrs,2-128-1-001-06,63.7037037,216,66.66666667,2021
10399,{'$oid': '61c8c8e2e8e3b248c77b8433'},Mugabi Primary School,2-128-1-005-04,80.04246285,738,66.80216802,2021
10942,{'$oid': '61c8c8e2e8e3b248c77b85fb'},Kihabwemi C.O.U,2-128-1-005-02,79.07542579,634,66.40378549,2021
11128,{'$oid': '61c8c8e3e8e3b248c77b8980'},Kyaisambya Trading Centre,2-128-1-015-13,73.556231,528,65.71969697,2021
11189,{'$oid': '61c8c8e3e8e3b248c77b8999'},Kamusunsi Primary School (A-K),2-128-1-015-05,64.16382253,449,65.70155902,2021
11202,{'$oid': '61c8c8e3e8e3b248c77b8993'},Rwemparaki Primary School,2-128-1-009-03,84.32539683,799,65.70713392,2021
11484,{'$oid': '61c8c8e3e8e3b248c77b8848'},Kigede Moslem Primary School,2-128-1-007-06,64.45012788,602,65.94684385,2021
11533,{'$oid': '61c8c8e3e8e3b248c77b8851'},Kisindi T/C,2-128-1-014-12,69.58333333,367,65.9400545,2021
11625,{'$oid': '61c8c8e3e8e3b248c77b8afb'},Kiswaza T/C,2-128-1-017-09,85.4368932,159,65.40880503,2021
11746,{'$oid': '61c8c8e3e8e3b248c77b8b2a'},Kinogozi Fellowship Church,2-128-1-006-05,72.46835443,517,65.37717602,2021
11887,{'$oid': '61c8c8e3e8e3b248c77b895c'},Ruguse Primary School (L-Z),2-128-1-004-09,72.06266319,613,65.74225122,2021
12243,{'$oid': '61c8c8e4e8e3b248c77b8d49'},Bubogo Parish Hqtrs,2-128-1-014-01,65.51724138,365,64.93150685,2021
12299,{'$oid': '61c8c8e4e8e3b248c77b8cb2'},Kigaaya Primary School,2-128-1-008-01,71.9895288,690,65.07246377,2021
12322,{'$oid': '61c8c8e4e8e3b248c77b8ba7'},Rusoona Catholic Church,2-128-1-010-07,87.55760369,340,65.29411765,2021
12427,{'$oid': '61c8c8e4e8e3b248c77b8d1a'},Rumogi Primary School,2-128-1-015-02,83.00653595,511,64.97064579,2021
12686,{'$oid': '61c8c8e4e8e3b248c77b8d6f'},Kyehoro Christ The Way Church,2-128-1-012-03,89.25925926,433,64.8960739,2021
12772,{'$oid': '61c8c8e4e8e3b248c77b8df8'},Ruhunga Primary School,2-128-1-009-02,80.76923077000001,724,64.77900552,2021
13180,{'$oid': '61c8c8e4e8e3b248c77b9144'},Bulimya C.O.U,2-128-1-015-07,60.22304833,438,64.15525114,2021
13258,{'$oid': '61c8c8e4e8e3b248c77b8f86'},Karama Primary School,2-128-1-008-04,71.95402299,701,64.47931526,2021
13573,{'$oid': '61c8c8e4e8e3b248c77b91ff'},Kyamugoba T/C,2-128-1-014-04,67.25978648,467,64.02569593,2021
13586,{'$oid': '61c8c8e4e8e3b248c77b925b'},Kinogozi P/S,2-128-1-006-02,60.41055718,541,63.95563771,2021
14095,{'$oid': '61c8c8e5e8e3b248c77b9452'},Kihooko T/C,2-128-1-014-03,74.13793103,574,63.58885017,2021
14308,{'$oid': '61c8c8e5e8e3b248c77b933a'},Kikuube Primary School,2-128-1-015-01,74.74226804,627,63.79585327,2021
14397,{'$oid': '61c8c8e5e8e3b248c77b9425'},Kyarubanga P/School,2-128-1-004-05,70.89715536,767,63.62451108,2021
14569,{'$oid': '61c8c8e5e8e3b248c77b9541'},Ruguse Primary School (A-K),2-128-1-004-02,69.66292135,730,63.42465753,2021
15014,{'$oid': '61c8c8e6e8e3b248c77b9772'},Kikoora Ha Itambiro,2-128-1-021-05,78.57142857,519,63.00578035,2021
15165,{'$oid': '61c8c8e6e8e3b248c77b9897'},Kikonda Primary School,2-128-1-014-05,72.86135693,567,62.78659612,2021
15391,{'$oid': '61c8c8e6e8e3b248c77b9743'},Rwensambya T/C,2-128-1-020-04,87.46518106,579,63.03972366,2021
15413,{'$oid': '61c8c8e6e8e3b248c77b9806'},Rwemisanga Primary School,2-128-1-020-08,89.65517241,186,62.90322581,2021
